"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21282","Verify the successful login for linkedlin application","","2026-07-03","broken","2026-07-03","","","",""
